date,open,high,low,close
2017-12-31,12640.0,14296.06,12491.21,13880.0
2017-12-30,14340.0,14463.28,12050.0,12640.0
2017-12-29,14470.07,15111.0,13998.0,14340.0
2017-12-28,15364.93,15474.19,13500.0,14470.07
2017-12-27,15764.44,16480.52,14484.0,15364.93
2017-12-26,13911.28,16147.87,13746.95,15764.44
2017-12-25,14157.87,14650.0,13210.0,13911.28
2017-12-24,14619.0,14619.1,12488.0,14157.87
2017-12-23,14009.79,15756.22,13496.48,14619.0
2017-12-22,15600.01,15795.61,11159.93,14009.79
2017-12-21,16466.98,17281.17,15005.0,15600.01
2017-12-20,17700.0,17950.0,15343.04,16466.98
2017-12-19,18940.57,19160.79,16831.26,17700.0
2017-12-18,18953.0,19220.0,17835.2,18940.57
2017-12-17,19187.78,19666.0,18465.0,18953.0
2017-12-16,17471.5,19377.0,17269.99,19187.78
2017-12-15,16404.99,17934.0,16337.19,17471.5
2017-12-14,16250.0,16830.45,15852.69,16404.99
2017-12-13,16650.01,17107.03,15497.69,16250.0
2017-12-12,16470.0,17428.42,15967.29,16650.01
2017-12-11,14691.0,17270.0,14677.19,16470.0
2017-12-10,14607.49,15385.0,13011.0,14691.0
2017-12-09,15800.0,15998.5,12701.05,14607.49
2017-12-08,16599.99,16666.66,13482.42,15800.0
2017-12-07,13623.5,16615.62,13085.9,16599.99
2017-12-06,11677.0,13700.0,11659.8,13623.5
2017-12-05,11613.07,11850.0,11384.25,11677.0
2017-12-04,11250.0,11613.07,10850.0,11613.07
2017-12-03,10872.0,11800.01,10513.16,11250.0
2017-12-02,10840.45,11200.0,10637.69,10872.0
2017-12-01,9947.67,10949.89,9370.11,10840.45
2017-11-30,9824.68,10618.29,9000.0,9947.67
2017-11-29,9868.82,11395.0,9289.0,9824.68
2017-11-28,9708.07,9968.0,9582.25,9868.82
2017-11-27,9271.06,9721.7,9267.0,9708.07
2017-11-26,8717.99,9366.6,8538.2,9271.06
2017-11-25,8199.19,8737.0,8114.78,8717.99
2017-11-24,7989.0,8340.0,7876.0,8199.19
2017-11-23,8214.69,8279.76,7980.0,7989.0
2017-11-22,8095.23,8310.89,8045.76,8214.69
2017-11-21,8226.17,8354.46,7770.0,8095.23
2017-11-20,8016.58,8269.99,7900.0,8226.17
2017-11-19,7771.03,8087.35,7675.0,8016.58
2017-11-18,7674.99,7858.0,7431.54,7771.03
2017-11-17,7846.96,7997.0,7528.5,7674.99
2017-11-16,7294.0,7976.79,7120.85,7846.96
2017-11-15,6609.0,7350.0,6609.0,7294.0
2017-11-14,6525.17,6750.0,6466.88,6609.0
2017-11-13,5870.37,6775.75,5846.0,6525.17
2017-11-12,6355.13,6488.88,5555.55,5870.37
2017-11-11,6588.18,6820.0,6218.0,6355.13
2017-11-10,7148.0,7343.18,6429.44,6588.18
2017-11-09,7450.32,7490.0,7061.2,7148.0
2017-11-08,7130.28,7888.0,7080.01,7450.32
2017-11-07,6967.68,7244.69,6945.0,7130.28
2017-11-06,7372.72,7421.39,6922.07,6967.68
2017-11-05,7388.83,7590.0,7275.16,7372.72
2017-11-04,7146.82,7569.9,6994.0,7388.83
2017-11-03,7030.0,7500.0,6925.22,7146.82
2017-11-02,6741.59,7354.1,6700.0,7030.0
2017-11-01,6434.21,6756.36,6340.01,6741.59
2017-10-31,6119.99,6449.78,6072.81,6434.21
2017-10-30,6137.37,6229.77,6024.03,6119.99
2017-10-29,5730.69,6316.85,5683.0,6137.37
2017-10-28,5771.89,5875.66,5646.18,5730.69
2017-10-27,5890.0,5994.06,5674.06,5771.89
2017-10-26,5735.88,5988.0,5683.0,5890.0
2017-10-25,5523.4,5748.0,5366.0,5735.88
2017-10-24,5871.17,5871.17,5453.01,5523.4
2017-10-23,5969.0,6045.34,5617.75,5871.17
2017-10-22,6013.46,6071.07,5700.0,5969.0
2017-10-21,5977.29,6180.0,5871.0,6013.46
2017-10-20,5698.69,6074.0,5589.8,5977.29
2017-10-19,5582.05,5735.14,5512.06,5698.69
2017-10-18,5597.31,5617.75,5101.36,5582.05
2017-10-17,5745.72,5776.31,5506.78,5597.31
2017-10-16,5679.7,5807.11,5548.0,5745.72
2017-10-15,5801.29,5830.0,5415.0,5679.7
2017-10-14,5653.6,5817.34,5558.26,5801.29
2017-10-13,5445.0,5846.43,5380.0,5653.6
2017-10-12,4822.01,5445.0,4793.66,5445.0
2017-10-11,4749.29,4869.78,4700.0,4822.01
2017-10-10,4764.7,4909.97,4700.0,4749.29
2017-10-09,4597.98,4865.0,4541.0,4764.7
2017-10-08,4423.3,4612.0,4404.5,4597.98
2017-10-07,4362.95,4463.0,4312.82,4423.3
2017-10-06,4301.09,4425.0,4278.4,4362.95
2017-10-05,4219.53,4358.97,4137.96,4301.09
2017-10-04,4315.83,4343.0,4170.07,4219.53
2017-10-03,4391.48,4425.0,4218.0,4315.83
2017-10-02,4377.22,4453.0,4352.0,4391.48
2017-10-01,4326.09,4377.22,4216.0,4377.22
2017-09-30,4164.82,4349.0,4154.28,4326.09
2017-09-29,4184.84,4227.62,4022.02,4164.82
2017-09-28,4199.29,4270.01,4123.5,4184.84
2017-09-27,3888.03,4226.73,3870.0,4199.29
2017-09-26,3918.0,3970.0,3850.61,3888.03
2017-09-25,3664.22,3968.59,3658.39,3918.0
2017-09-24,3779.17,3783.25,3615.0,3664.22
2017-09-23,3612.18,3810.25,3552.0,3779.17
2017-09-22,3617.05,3761.84,3514.0,3612.18
2017-09-21,3874.46,3914.0,3573.0,3617.05
2017-09-20,3888.8,4050.0,3820.56,3874.46
2017-09-19,4101.6,4119.7,3848.35,3888.8
2017-09-18,3662.99,4122.7,3659.42,4101.6
2017-09-17,3678.93,3772.52,3463.0,3662.99
2017-09-16,3700.01,3872.9,3500.0,3678.93
2017-09-15,3227.79,3820.0,2977.0,3700.01
2017-09-14,3865.34,3921.74,3210.0,3227.79
2017-09-13,4172.56,4179.14,3720.01,3865.34
2017-09-12,4207.31,4377.65,4080.0,4172.56
2017-09-11,4226.22,4353.49,4092.4,4207.31
2017-09-10,4308.72,4322.44,4010.0,4226.22
2017-09-09,4312.0,4379.78,4164.0,4308.72
2017-09-08,4615.0,4679.97,4125.99,4312.0
2017-09-07,4605.8,4674.34,4475.0,4615.0
2017-09-06,4396.52,4649.23,4356.42,4605.8
